公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收,年月,上市別
2107,厚生,-,-17.38,567302,49.51,313471,468682,49.51,313471,468682,110/01,TSE
2108,南帝,主係銷售量增加及銷售單價調升,9.6,2273889,172.6,914258,2492328,172.6,914258,2492328,110/01,TSE
2109,華豐,-,-18.07,510421,10.58,378175,418187,10.58,378175,418187,110/01,TSE
2114,鑫永銓,-,-0.38,141358,33.5,105473,140816,33.5,105473,140816,110/01,TSE
6582,申豐,"市場需求暢旺,銷售單價及銷售數量增加",6.0,732907,209.33,251160,776922,209.33,251160,776922,110/01,TSE
1319,東陽,-,-6.71,1593441,-4.67,1559320,1486448,-4.67,1559320,1486448,110/01,TSE
1339,昭輝,-,3.84,189986,16.84,168854,197300,16.84,168854,197300,110/01,TSE
1512,瑞利,-,7.77,102691,-29.99,158088,110677,-29.99,158088,110677,110/01,TSE
1521,大億,-,-15.44,499128,30.31,323875,422046,30.31,323875,422046,110/01,TSE
1522,堤維西,-,3.55,1278889,1.42,1305764,1324347,1.42,1305764,1324347,110/01,TSE
1524,耿鼎,-,-17.04,192467,-0.09,159821,159668,-0.09,159821,159668,110/01,TSE
1525,江申,-,-19.28,128884,45.52,71484,104028,45.52,71484,104028,110/01,TSE
1533,車王電,-,-66.93,610751,-10.68,226107,201948,-10.68,226107,201948,110/01,TSE
1536,和大,-,9.09,558952,17.95,516966,609771,17.95,516966,609771,110/01,TSE
1568,倉佑,-,-10.53,175969,14.42,137587,157429,14.42,137587,157429,110/01,TSE
1587,吉茂,-,21.93,142664,35.88,128019,173964,35.88,128019,173964,110/01,TSE
2201,裕隆,-,-3.7,8331228,17.7,6815762,8022183,17.7,6815762,8022183,110/01,TSE
2204,中華,-,49.73,2537876,8.68,3496345,3800145,8.68,3496345,3800145,110/01,TSE
2206,三陽工業,-,-11.18,4191555,36.47,2727827,3722889,36.47,2727827,3722889,110/01,TSE
2207,和泰車,-,42.29,18727327,24.62,21382644,26648234,24.62,21382644,26648234,110/01,TSE
2227,裕日車,-,22.71,2607621,29.92,2462964,3200019,29.92,2462964,3200019,110/01,TSE
2228,劍麟,-,-4.73,367160,3.88,336678,349773,3.88,336678,349773,110/01,TSE
2231,為升,-,9.95,379608,32.24,315631,417416,32.24,315631,417416,110/01,TSE
2233,宇隆,"主係因美中貿易戰及新冠肺炎影響趨緩，市場及客戶需求明顯增加所致,且2020年1月為春節假期,工作天數較2021年1月減少。",4.31,282195,50.84,195155,294379,50.84,195155,294379,110/01,TSE
2241,艾姆勒,-,-0.29,82425,20.16,68394,82183,20.16,68394,82183,110/01,TSE
2247,汎德永業,本月新車交車數量成長,-4.28,4513947,59.95,2701135,4320502,59.95,2701135,4320502,110/01,TSE
2497,怡利電,-,-14.87,205568,6.71,163987,174997,6.71,163987,174997,110/01,TSE
3346,麗清,"主係中國汽車市場需求增加,致本月銷售額增加",28.86,509202,90.41,344607,656196,90.41,344607,656196,110/01,TSE
4551,智伸科,-,18.14,647274,39.99,546223,764702,39.99,546223,764702,110/01,TSE
6288,聯嘉,-,-2.48,331616,0.59,321461,323363,0.59,321461,323363,110/01,TSE
6605,帝寶,-,15.36,1221408,3.27,1364403,1409054,3.27,1364403,1409054,110/01,TSE
2302,麗正,係訂單需求增加,-30.79,90108,68.42,37024,62357,68.42,37024,62357,110/01,TSE
2303,聯電,-,1.58,15287969,10.2,14091018,15529559,10.2,14091018,15529559,110/01,TSE
2329,華泰,-,4.51,1211186,14.82,1102468,1265924,14.82,1102468,1265924,110/01,TSE
2330,台積電,-,7.99,117364912,22.24,103683135,126749152,22.24,103683135,126749152,110/01,TSE
2337,旺宏,-,-9.07,3306490,9.08,2755885,3006304,9.08,2755885,3006304,110/01,TSE
2338,光罩,本公司合併美祿/群豐/昱嘉之營收,5.0,428695,49.27,301560,450154,49.27,301560,450154,110/01,TSE
2340,台亞,訂單需求增加,58.62,383798,50.49,404554,608816,50.49,404554,608816,110/01,TSE
2342,茂矽,-,-4.84,136152,-7.02,139331,129549,-7.02,139331,129549,110/01,TSE
2344,華邦電,本公司之子公司新唐科技109/9/1完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財報,1.39,6808268,87.45,3682717,6903387,87.45,3682717,6903387,110/01,TSE
2351,順德,-,6.39,814455,33.9,647114,866523,33.9,647114,866523,110/01,TSE
2363,矽統,去年一月工作天數減少,-9.98,18150,100.09,8165,16338,100.09,8165,16338,110/01,TSE
2369,菱生,台灣半導體產業受惠後疫情時代經濟活動的逐漸恢復，推升相關電子產品需求。,7.76,533527,56.95,366319,574950,56.95,366319,574950,110/01,TSE
2379,瑞昱,無,20.73,6839511,53.2,5390129,8257933,53.2,5390129,8257933,110/01,TSE
2388,威盛,-,-7.02,634172,18.63,496985,589623,18.63,496985,589623,110/01,TSE
2401,凌陽,受惠於新冠疫情影響，耳溫槍、視訊相關產品、筆記型電腦及相關周邊市場需求增加所致。,-1.49,606538,100.79,297541,597454,100.79,297541,597454,110/01,TSE
2408,南亞科,-,8.96,5077165,22.93,4500238,5532161,22.93,4500238,5532161,110/01,TSE
2434,統懋,-,-5.42,14261,32.98,10142,13487,32.98,10142,13487,110/01,TSE
2436,偉詮電,客戶需求量增加,-2.39,266996,120.79,118033,260609,120.79,118033,260609,110/01,TSE
2441,超豐,-,-0.65,1408365,37.97,1014042,1399077,37.97,1014042,1399077,110/01,TSE
2449,京元電子,-,8.03,2369350,11.94,2286708,2559791,11.94,2286708,2559791,110/01,TSE
2451,創見,-,14.18,1034741,10.47,1069559,1181561,10.47,1069559,1181561,110/01,TSE
2454,聯發科,(1)差異原因說明：物聯網、行動運算及智慧家庭平台皆成長。(2)海外子公司之營收係以當月平均匯率換算之。,8.95,32428624,78.29,19817777,35333330,78.29,19817777,35333330,110/01,TSE
2458,義隆,居家辦公及授課市場需求增加,-20.73,1684377,80.76,738588,1335075,80.76,738588,1335075,110/01,TSE
2481,強茂,"本月營收淨額含二極體$1,013,640仟元及其他$37,982仟元，減銷退/折$3,686仟元。",-2.89,1079144,48.02,707938,1047936,48.02,707938,1047936,110/01,TSE
3006,晶豪科,本期合併月營收相較於去年同期有所成長，主要係因市場需求較去年同期成長所致。,17.97,1383372,67.57,973925,1632033,67.57,973925,1632033,110/01,TSE
3014,聯陽,因受疫情影響，公司產品需求增加。,11.98,458517,60.63,319644,513474,60.63,319644,513474,110/01,TSE
3016,嘉晶,-,8.49,339095,12.56,326839,367896,12.56,326839,367896,110/01,TSE
3034,聯詠,-,11.17,7306153,44.54,5619245,8122309,44.54,5619245,8122309,110/01,TSE
3035,智原,-,2.25,473446,17.05,413589,484123,17.05,413589,484123,110/01,TSE
3041,揚智,-,-6.31,207892,49.44,130328,194768,49.44,130328,194768,110/01,TSE
3054,立萬利,-,-35.0,9878,0.26,6403,6420,0.26,6403,6420,110/01,TSE
3094,聯傑,-,8.04,22320,35.18,17838,24115,35.18,17838,24115,110/01,TSE
3189,景碩,-,-0.39,2522826,33.04,1888752,2512811,33.04,1888752,2512811,110/01,TSE
3257,虹冠電,-,-8.41,109982,43.36,70258,100723,43.36,70258,100723,110/01,TSE
3413,京鼎,-,9.63,878868,39.93,688553,963514,39.93,688553,963514,110/01,TSE
3443,創意,-,-44.34,1988227,26.98,871366,1106465,26.98,871366,1106465,110/01,TSE
3450,聯鈞,-,5.76,549021,46.49,396387,580670,46.49,396387,580670,110/01,TSE
3530,晶相光,因監控系列產品營收較去年同期大幅成長所致。,-8.92,389138,96.26,180575,354402,96.26,180575,354402,110/01,TSE
3532,台勝科,-,3.29,977908,10.73,912202,1010103,10.73,912202,1010103,110/01,TSE
3536,誠創,"因本年整流器營收增加,致營收較去年成長",-8.55,59165,74.04,31086,54103,74.04,31086,54103,110/01,TSE
3545,敦泰,IDC產品出貨量顯著提升,-10.67,1520548,60.65,845388,1358165,60.65,845388,1358165,110/01,TSE
3583,辛耘,-,-35.73,544084,48.32,235752,349679,48.32,235752,349679,110/01,TSE
3588,通嘉,新產品逐步發酵,5.81,143352,58.91,95450,151684,58.91,95450,151684,110/01,TSE
3592,瑞鼎,延續去年下半年的需求動能，整體銷貨增加。,15.05,1543866,57.46,1128011,1776220,57.46,1128011,1776220,110/01,TSE
3686,達能,-,1.86,9979,16.38,8734,10165,16.38,8734,10165,110/01,TSE
3711,日月光投控,-,-18.78,50298189,30.34,31337455,40847914,30.34,31337455,40847914,110/01,TSE
4919,新唐,本公司109/09/01完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財務報告,-6.29,3422498,358.11,700026,3206926,358.11,700026,3206926,110/01,TSE
4952,凌通,受惠於中國經濟復甦及耳溫槍、視訊相關產品需求成長，加上去年1月為農曆春節，基期較低。,-7.81,260950,100.07,120240,240567,100.07,120240,240567,110/01,TSE
4961,天鈺,本月營收較去年同期增加主係顯示器驅動IC出貨量增加所致,5.85,1315347,102.21,688564,1392390,102.21,688564,1392390,110/01,TSE
4967,十銓,"巿場需求,銷售增加所致",24.19,551477,55.87,439406,684921,55.87,439406,684921,110/01,TSE
4968,立積,因客戶需求增加及產能提升,6.17,554547,122.03,265178,588780,122.03,265178,588780,110/01,TSE
5222,全訊,-,-4.44,72374,46.27,47277,69154,46.27,47277,69154,110/01,TSE
5269,祥碩,本年營收較去年增加主係因客戶需求量增加所致。,1.48,655121,137.59,279824,664854,137.59,279824,664854,110/01,TSE
5285,界霖,客戶訂單增加,7.0,471337,58.4,318399,504363,58.4,318399,504363,110/01,TSE
5471,松翰,冠肺炎疫情全球延燒，國內外因應防疫所需，對本公司醫療量測及影像晶片需求強勁，帶動營收顯著成長。,9.56,464157,198.0,170651,508557,198.0,170651,508557,110/01,TSE
6202,盛群,去年同期工作天數較少,-1.91,500936,82.7,268934,491349,82.7,268934,491349,110/01,TSE
6239,力成,-,-1.64,6195206,-3.89,6340587,6093345,-3.89,6340587,6093345,110/01,TSE
6243,迅杰,客戶端需求強勁，且為了因應客戶春節期間產線所需而提前拉貨，故公司一月份整體營收呈現成長。,-1.72,60507,65.87,35850,59466,65.87,35850,59466,110/01,TSE
6257,矽格,-,-1.04,1210277,40.94,849748,1197663,40.94,849748,1197663,110/01,TSE
6271,同欣電,投資之子公司營收併入,-8.63,1107197,60.29,631108,1011605,60.29,631108,1011605,110/01,TSE
6515,穎崴,-,14.79,173428,6.79,186415,199088,6.79,186415,199088,110/01,TSE
6531,愛普*,去年同期申報之合併營收已排除停業單位營收,-8.27,413123,36.87,276827,378920,36.87,276827,378920,110/01,TSE
6533,晶心科,因本期權利金收入提升，故營收較去年同期增加。,-65.6,126948,61.77,26991,43665,61.77,26991,43665,110/01,TSE
6552,易華電,-,14.09,203247,42.25,163011,231885,42.25,163011,231885,110/01,TSE
6719,力智,-,27.33,345632,74.18,252662,440100,74.18,252662,440100,110/01,TSE
6756,威鋒電子,-,39.35,189273,43.25,184116,263761,43.25,184116,263761,110/01,TSE
6770,力積電,-,6.14,3947462,18.6,3532845,4189994,18.6,3532845,4189994,110/01,TSE
6789,采鈺,-,-4.79,588979,5.86,529671,560736,5.86,529671,560736,110/01,TSE
6799,來頡,本公司營業收入本月及本年增加百分比超過50%以上，主係因終端客戶需求增加所致。,5.1,73291,158.15,29838,77029,158.15,29838,77029,110/01,TSE
8016,矽創,-,-3.58,1471326,34.7,1053042,1418533,34.7,1053042,1418533,110/01,TSE
8028,昇陽半導體,-,4.29,217216,20.56,187911,226546,20.56,187911,226546,110/01,TSE
8081,致新,因客戶需求增加所致,19.16,678692,68.02,481333,808781,68.02,481333,808781,110/01,TSE
8110,華東,-,-6.62,497503,-10.8,520804,464553,-10.8,520804,464553,110/01,TSE
8131,福懋科,-,8.3,790856,-2.03,874278,856514,-2.03,874278,856514,110/01,TSE
8150,南茂,-,-1.24,2190543,24.87,1732334,2163311,24.87,1732334,2163311,110/01,TSE
8261,富鼎,本月較去年同期增加99.14%，係因受惠終端客戶需求強勁使營收大幅增加,10.63,335066,99.14,186154,370715,99.14,186154,370715,110/01,TSE
8271,宇瞻,-,11.34,591136,12.88,583060,658190,12.88,583060,658190,110/01,TSE
2301,光寶科,-,4.74,13439321,24.41,11314389,14076995,24.41,11314389,14076995,110/01,TSE
2305,全友,去年同期適逢春節假期，工作天比較少，故去年同期營收較少,-16.04,69545,88.96,30898,58387,88.96,30898,58387,110/01,TSE
2324,仁寶,-,-20.28,114381030,47.61,61766224,91177558,47.61,61766224,91177558,110/01,TSE
2331,精英,-,-10.02,2853615,30.47,1967745,2567501,30.47,1967745,2567501,110/01,TSE
2352,佳世達,-,-8.72,19222848,28.51,13652452,17545000,28.51,13652452,17545000,110/01,TSE
2353,宏��,由於去年基期較低，再加上今年市場需求增加，故本月營收較去年同期成長,-17.16,28363840,73.35,13553085,23495092,73.35,13553085,23495092,110/01,TSE
2356,英業達,-,-8.88,43223749,34.04,29378879,39382095,34.04,29378879,39382095,110/01,TSE
2357,華碩,主要係本月(年)受惠於後疫情時代下對筆電的需求大幅增加，及本公司執行品牌金三角策略，推動主要產品市占率增加所致。,-14.53,42970648,58.28,23201678,36724581,58.28,23201678,36724581,110/01,TSE
2362,藍天,"受惠宅經濟,NB需求持續增加",27.65,1531334,61.38,1211283,1954836,61.38,1211283,1954836,110/01,TSE
2364,倫飛,-,-29.74,85973,11.01,54404,60397,11.01,54404,60397,110/01,TSE
2365,昆盈,-,19.48,146294,14.28,152946,174796,14.28,152946,174796,110/01,TSE
2376,技嘉,"本月營收較去年同期增加,主要係板卡及網通產品銷售成長所致。",55.15,6693998,66.05,6254698,10386245,66.05,6254698,10386245,110/01,TSE
2377,微星,營收增加達69.11%，係市場需求暢旺所致,36.68,12454321,69.11,10065900,17022930,69.11,10065900,17022930,110/01,TSE
2380,虹光,海外及中國地區銷售增加,-14.51,266767,140.4,94856,228040,140.4,94856,228040,110/01,TSE
2382,廣達,-,-14.08,109820328,49.86,62958366,94354473,49.86,62958366,94354473,110/01,TSE
2387,精元,因疫情居家辦公及客戶NB新機型導入出貨量增加，連帶鍵盤出貨量增加所致,-15.63,2396402,190.28,696417,2021627,190.28,696417,2021627,110/01,TSE
2395,研華,-,-10.22,5024404,13.78,3964219,4510810,13.78,3964219,4510810,110/01,TSE
2397,友通,-,0.62,739807,-0.08,745070,744404,-0.08,745070,744404,110/01,TSE
2399,映泰,-,31.2,161447,32.3,160105,211826,32.3,160105,211826,110/01,TSE
2405,輔信,-,-33.18,190855,-27.37,175589,127524,-27.37,175589,127524,110/01,TSE
2417,圓剛,本月較去年同期增加主要係因出貨量增加所致。,-11.26,517649,149.15,184349,459311,149.15,184349,459311,110/01,TSE
2424,隴華,本月增加因本月出貨天線3套，去年同期出貨2套。,9.98,2023,57.02,1417,2225,57.02,1417,2225,110/01,TSE
2425,承啟,本月營業收入較同期增加主係同期受農曆春節假期影響，故營業收入較本期減少,-39.03,684549,140.75,173330,417306,140.75,173330,417306,110/01,TSE
2442,新美齊,主要係109年12月對凱銳控股(股)公司及凱銳光電(股)公司等重要子公司喪失控制力，故自110年1月起不納入合併個體,-60.05,504004,-30.94,291524,201314,-30.94,291524,201314,110/01,TSE
2465,麗臺,較去年同期成長173.79%；主系109年1月有農曆春節假期及本月大陸市場之人工智能行業應用對 RTX QUADRO和Geforce的需求增加。,-11.0,673631,173.79,218958,599492,173.79,218958,599492,110/01,TSE
2495,普安,-,-26.14,100651,-6.92,79868,74334,-6.92,79868,74334,110/01,TSE
3002,歐格,-,-8.98,58777,-8.91,58727,53494,-8.91,58727,53494,110/01,TSE
3005,神基,-,-1.88,2631395,30.47,1978770,2581834,30.47,1978770,2581834,110/01,TSE
3013,晟銘電,-,-19.04,536042,1.83,426141,433978,1.83,426141,433978,110/01,TSE
3017,奇鋐,-,0.51,3533740,12.47,3157840,3551772,12.47,3157840,3551772,110/01,TSE
3022,威強電,-,-28.29,690285,29.32,382736,494980,29.32,382736,494980,110/01,TSE
3046,建��,-,-40.79,212959,1.01,124829,126091,1.01,124829,126091,110/01,TSE
3057,喬鼎,-,-6.63,74309,-27.31,95459,69382,-27.31,95459,69382,110/01,TSE
3060,銘異,-,5.38,312091,-12.38,375375,328884,-12.38,375375,328884,110/01,TSE
3231,緯創,-,-20.34,73527923,-3.17,60489120,58569401,-3.17,60489120,58569401,110/01,TSE
3416,融程電,出貨增加,8.89,180029,93.7,101213,196051,93.7,101213,196051,110/01,TSE
3494,誠研,因受新型冠狀病毒疫情影響，致使營收波動。,-35.26,49565,-52.3,67272,32088,-52.3,67272,32088,110/01,TSE
3515,華擎,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異",24.22,1328131,16.95,1410743,1649931,16.95,1410743,1649931,110/01,TSE
3652,精聯,-,-26.55,219568,14.47,140860,161256,14.47,140860,161256,110/01,TSE
3701,大眾控,主要客戶訂單增加,-12.86,926805,76.91,456456,807556,76.91,456456,807556,110/01,TSE
3706,神達,-,-3.08,3626242,13.38,3099517,3514392,13.38,3099517,3514392,110/01,TSE
3712,永崴投控,-,-25.17,895236,17.8,568594,669845,17.8,568594,669845,110/01,TSE
4916,事欣科,因對恩德(1528)喪失控制力，故未予納入合併營收，致單月及累計營收變動逾50%。,-16.86,136786,-75.7,468063,113713,-75.7,468063,113713,110/01,TSE
4938,和碩,無,-41.15,140051496,-13.83,95653396,82418580,-13.83,95653396,82418580,110/01,TSE
5258,虹堡,-,-45.43,492091,-18.63,330018,268534,-18.63,330018,268534,110/01,TSE
6117,迎廣,-,31.19,153979,16.17,173889,202010,16.17,173889,202010,110/01,TSE
6128,上福,-,-2.74,371884,-22.22,465036,361663,-22.22,465036,361663,110/01,TSE
6166,凌華,-,-45.39,1081177,-5.44,624381,590372,-5.44,624381,590372,110/01,TSE
6206,飛捷,-,19.06,290373,-25.21,462320,345734,-25.21,462320,345734,110/01,TSE
6230,尼得科超眾,-,-13.96,964700,38.59,598892,830022,38.59,598892,830022,110/01,TSE
6235,華孚,-,-5.74,255388,39.75,172232,240709,39.75,172232,240709,110/01,TSE
6277,宏正,-,-16.11,478770,6.04,378730,401629,6.04,378730,401629,110/01,TSE
6414,樺漢,-,-40.74,10252085,-0.94,6132514,6074373,-0.94,6132514,6074373,110/01,TSE
6579,研揚,-,-6.48,535472,8.16,462940,500734,8.16,462940,500734,110/01,TSE
6669,緯穎,-,-19.85,15378815,-0.78,12421637,12324604,-0.78,12421637,12324604,110/01,TSE
8114,振樺電,-,-30.5,888312,7.14,576175,617333,7.14,576175,617333,110/01,TSE
8163,達方,併購新事業部及疫情帶動遠距會議/教學等對鍵盤需求所致,-3.68,2160714,50.8,1379971,2081055,50.8,1379971,2081055,110/01,TSE
8210,勤誠,-,-16.91,694569,24.14,464809,577048,24.14,464809,577048,110/01,TSE
9912,偉聯,-,-26.49,53538,18.74,33140,39353,18.74,33140,39353,110/01,TSE
2323,中環,-,-7.58,881543,-14.81,956350,814652,-14.81,956350,814652,110/01,TSE
2349,錸德,-,6.86,576223,19.93,513459,615793,19.93,513459,615793,110/01,TSE
2374,佳能,-,-6.29,253918,0.35,237097,237942,0.35,237097,237942,110/01,TSE
2393,億光,-,2.68,1975313,26.21,1607148,2028397,26.21,1607148,2028397,110/01,TSE
2406,國碩,-,-2.71,891903,20.36,720880,867672,20.36,720880,867672,110/01,TSE
2409,友達,本期營收較去年同期增加主要係市場價格上漲及出貨量增加所致。,-7.75,28857909,71.84,15491047,26620298,71.84,15491047,26620298,110/01,TSE
2426,鼎元,客戶訂單較去年同期增加，致使公司本月營收優於去年同期。,12.12,226629,52.02,167147,254109,52.02,167147,254109,110/01,TSE
2429,銘旺科,主係光學面板產品需求增加,-1.49,96250,78.24,53189,94808,78.24,53189,94808,110/01,TSE
2438,翔耀,-,27.04,26966,47.75,23185,34258,47.75,23185,34258,110/01,TSE
2466,冠西電,主要係本期光電元件及燈飾營收較去年同期成長,-17.33,95273,53.84,51196,78760,53.84,51196,78760,110/01,TSE
2486,一詮,本公司自109年3月起因新產品應用持續開發及出貨，使營業收入已逐月成長。及另因去年一月春節假期上班天數減少所致。,9.25,429472,63.48,287007,469204,63.48,287007,469204,110/01,TSE
2489,瑞軒,-,-11.07,1700090,28.5,1176427,1511763,28.5,1176427,1511763,110/01,TSE
